t,AR1_a,AR1_b,AR1_c,AR2,ARIMA_110,ARMA_11_a,ARMA_11_b,ARMA_22,MA1_a,MA1_b,MA2,EX1_a,EX1_b,EX1_c,EX1_d
140,0.204248347,-0.881384945,1.241953538,0.44071912,3.264622279,-0.056408563,-3.443097962,4.684898658,1.598015815,-0.695975524,-0.130597626,-2.352444692,-1.333954439,0.341887053,-0.725780963
141,-1.256561471,0.562637486,-0.724005166,-1.098642838,1.948189662,0.821239244,-2.630999456,5.609770452,0.284689962,-0.933386286,1.10394613,-1.830618885,1.735493666,1.081249794,-1.40015745
142,-1.982458853,-1.188867803,0.331003083,-0.023773087,-0.329130218,-0.21172016,-0.322834539,4.96654486,-0.289259089,-1.364942643,-0.866607869,0.325062526,-0.171983445,1.823168916,0.001229605
143,0.235363031,-1.058476635,1.455574816,-1.113395911,-2.770714442,-0.033246702,1.343647927,7.22295559,-0.902345197,-0.616509783,-0.169334321,1.42472342,0.37216211,2.247208245,0.343287516
144,-2.126905872,-0.182605387,-0.494781309,0.211659343,-3.235636174,0.826924883,1.719673559,8.753573115,-1.187926343,-0.0624159,1.076978805,1.234753386,-0.716426275,2.943626724,0.988349091
145,-2.489319979,0.987650972,1.463152549,-0.366079903,-4.135855907,0.996249493,1.739417945,7.925079629,-1.794316696,-0.113184553,1.470285663,-1.500052875,0.81136111,3.655422127,-0.048583587
146,-0.63848856,-1.114619432,-2.478047474,-0.897898339,-6.060414594,1.399269022,0.713580324,6.22505031,-1.541111783,-0.642537284,-1.403537529,-1.897350589,-1.19967708,2.886071498,-1.446019279
147,-0.229111705,-1.762026709,3.758634665,1.193221352,-5.345859185,1.571790041,-0.714587656,4.584558292,-0.704389098,-1.082759312,0.057847095,2.211086159,0.459138896,2.276214513,-0.021602224
148,-0.239331406,-0.796884499,-3.002308635,2.250468068,-4.492025561,0.504236635,-1.290653457,2.665089205,-0.509990563,0.445827337,1.190851674,2.365718739,0.796586375,-0.290475065,2.251590895
149,0.712379215,0.62730838,0.809549254,0.830354457,-4.218372488,-0.284206438,-2.150903853,0.717615745,2.324887229,0.628005268,0.472259301,-2.198545791,1.518267854,-0.760252206,-0.55492248
150,-0.289182305,0.644955251,0.264781547,2.237651152,-2.995697596,0.05549925,-1.553825858,-1.021579422,2.14465532,-0.123852456,-2.046077012,1.339438325,-2.923771292,0.601396815,-1.496449003
151,0.466736646,1.951949861,0.072069506,2.179273312,-1.375670009,-1.099626762,-2.292507011,-0.829633084,-1.361664331,-3.325349693,-3.305414711,3.421572153,0.738194419,1.216098272,3.280720035
152,-0.785355612,1.477606344,1.35721628,2.476382671,-1.022896505,-2.200178714,-4.0013907,-0.683750393,-0.252999268,-3.203531823,-0.167848468,-0.442878891,-1.629108948,0.496703277,-0.830450399
153,1.52282111,1.015170981,-0.274990847,3.481727559,1.394870062,0.315002762,-5.184324441,-0.89520047,0.455374134,-0.002464904,0.387234007,1.459830295,1.626381379,0.126874231,0.610356174
154,1.809991008,1.991849608,1.290869259,1.534939341,2.590502972,-0.871676578,-4.638625445,-1.215597926,1.178955932,0.050928647,0.3963026,0.550277038,-2.189952257,-0.6720656,0.661496546
155,1.792177215,-0.236002227,-0.875962478,0.886235671,1.883388068,-2.811124728,-4.567809379,1.5044112,1.181265966,-1.45240687,-1.335808027,-0.447593328,2.145640788,-1.236105484,-0.318207396
156,1.351931098,1.149791127,0.754516466,0.964058559,1.314719523,-1.31549473,-3.902109803,3.700458365,1.649782179,-1.164313327,-0.541806889,-1.074905395,-1.479971162,0.263824808,-0.044808141
157,1.82765956,-0.561940553,-0.734207604,-0.562744568,1.181056736,0.79458157,-1.564177769,5.672948118,1.268187099,-0.63917434,-0.254127961,-2.142354104,0.753480116,3.037414504,-1.018914951
158,1.352814305,-2.27269004,1.350956623,0.143931056,3.408837463,1.860932128,-0.402487391,6.239171703,-0.556420749,-0.726790843,-0.673832232,2.045653739,-1.150717219,1.196345091,-0.818446656
159,1.206301082,-0.442595649,-1.359242607,-1.869158143,4.851308266,1.593344042,0.210803255,5.776703388,1.544581419,0.195747139,-0.589498213,2.144763028,-0.401677883,-1.923184776,3.119482546
160,-2.140589275,-0.866894159,1.00270077,-0.272945619,6.173789554,1.308313796,-0.124873937,5.502332366,0.216841483,1.818848484,-2.159098069,-1.196475222,1.003469056,-3.559910735,-1.897455737
161,-1.457330729,0.208279291,0.320754201,-1.7172451,6.890125391,0.042258636,-0.054133991,5.08665373,-0.667993755,1.900620391,-0.752495042,2.120828309,1.360014237,-2.275224127,1.245576683
162,0.43148974,1.158155421,1.791371616,0.024731502,6.985926051,-1.079163001,-0.962877021,4.55681842,-0.636391932,1.838977631,-1.646169992,1.795502223,-1.504681039,-1.384115913,0.508232902
163,0.033756051,1.317094902,-1.722079691,0.397031133,7.008680419,-1.236044363,-1.737556227,3.644434464,0.411924467,0.417806193,-0.443231143,2.50441677,-0.153573066,0.147175132,1.125670824
164,0.047313696,0.083087222,0.43954227,-0.687073721,7.809972645,-1.807516777,-2.789104164,3.495425703,1.395336977,0.646424317,-0.231226408,1.141660473,-0.548368009,1.075774557,1.031398056
165,0.534754343,0.511186186,-0.075869683,1.028031723,10.36599299,-0.730680274,-3.439324455,2.926789275,-0.076329855,-0.474468927,0.563672706,0.605168569,1.088612651,0.571690177,-0.215237029
166,0.138819099,-0.709671968,1.205411164,0.640530808,12.92699764,-1.652086732,-1.850318861,2.661001731,-0.720942314,-0.727866858,0.909256167,-0.598946715,-0.099598946,-0.514130228,0.866622712
167,-0.645925896,-0.459781129,1.048751131,0.966935711,15.67150882,-2.833785295,-0.018393197,1.796685908,0.586568645,2.101905063,1.216902745,-1.010019558,2.756311084,-2.122226975,-1.732580869
168,-1.358945187,-1.47838968,-0.548396986,2.606703294,16.08689211,-3.477402324,0.032923385,2.44412703,-0.354046065,1.298434734,2.525684339,2.470214031,-3.575920288,-1.183035112,1.23015703
169,-2.770342148,-1.239137873,0.877952537,-0.105406645,17.32001765,-2.325221424,-1.072112918,2.9074281,-1.629276086,-0.313005732,1.993940904,0.779973271,2.918495376,2.040867857,0.882246431
170,-1.292786891,-0.947278526,-0.070386988,3.125344489,18.27981778,-2.330478803,-2.266430021,3.020690269,-0.213954324,-0.767398816,3.234229929,-1.009539657,-2.531863809,2.215715764,-0.37363039
171,-0.015466848,-0.519164708,0.739091954,0.664225909,17.38844783,-1.419861929,-3.159306028,2.435478149,1.076561781,0.420740425,0.603452602,-0.246865407,0.763973422,-0.162036062,-0.535984264
172,-0.593381727,-0.844313241,-1.565905352,1.720713704,17.37464861,0.596764019,-2.751954512,2.996172894,-1.114785834,2.568950463,0.999831425,-0.092046304,-1.273621299,-1.941120406,0.447568384
173,0.318792215,-2.536622453,0.808763929,0.775774039,17.20761446,0.971591448,-3.012527273,2.914249922,-1.179747851,1.675870654,-1.025695112,-1.09353418,-0.313455285,-1.210184131,-0.669698237
174,0.911260687,-2.157907366,-2.562817168,-0.136052072,18.57198129,1.110702323,-0.252810933,4.449813691,-1.007929488,-0.013970656,-0.007010557,1.11579172,0.528087849,0.531667246,-0.225308672
175,0.764884582,-2.232747007,0.360207069,0.43971052,18.62451939,0.269878219,2.026089462,4.263867211,-1.571215255,1.917024719,0.340061595,3.40704072,0.66306357,3.813391239,1.414198876
176,-1.975977631,-1.294418236,-0.825486752,-1.073810114,18.22583049,0.338514042,0.807414248,4.316984739,0.798976256,0.465439964,0.390380806,-0.72962184,-2.173169345,2.176686195,1.573588208
177,-0.99758406,-2.876833114,0.690511573,-1.140747802,17.06050766,-0.817189802,0.353181549,1.632693308,2.051491444,0.664234379,-0.353100819,-4.347691873,1.281355218,0.327749721,-2.786925486
178,-0.135488747,-1.105410751,-0.165677485,-1.718263294,16.18420999,-1.203144646,0.429335895,0.171114268,0.607704236,0.25757438,-2.736020569,-1.22535102,0.436087671,-0.957660885,-0.746244111
179,0.055717547,1.939916676,-1.525311994,-1.070323682,16.06044318,-2.10559174,-0.092406106,-2.327276205,-1.087999092,-1.274554447,-2.772676075,0.516777964,-2.021402739,-2.383053371,-0.238142106
180,0.659924333,2.310787854,1.755968543,0.138900758,15.25443491,-2.202332292,0.280155436,-0.671792439,-0.436212011,0.605256957,-2.27071643,0.034302407,3.178218188,-2.56666549,0.842370927
181,0.079511039,1.85800931,-1.716990905,-0.466335174,15.60120312,-0.36699516,0.875022961,-0.099957102,1.83158527,-1.068777448,-0.285056144,-0.524179042,-4.035945198,-2.707491129,-1.050394264
182,0.638800311,1.313965986,1.561195225,1.024274086,14.60118126,1.024152197,1.88815642,1.736705616,2.172806546,-1.388106343,1.63412618,1.120346832,2.046307018,-1.146834763,0.838102559
183,-0.507155428,2.605046456,-1.520641024,0.992472947,12.95318373,0.522015701,1.704448624,1.490573067,1.126062171,-0.16943472,0.004989333,-0.493218187,-1.993632495,1.29244465,0.039701977
184,0.465530994,1.633497489,1.403236038,-0.066897485,13.40554292,-0.696690303,2.792650946,-0.993089018,0.396611706,-0.433008573,0.674825947,-1.043717117,0.679265872,0.223143542,-0.548767548
185,0.157659042,1.753856275,-1.44656813,1.100987944,12.66111097,-1.669049874,2.057268721,-2.145589984,1.120047121,-1.903398364,1.334606541,-1.485080199,0.306072788,-0.880259041,-0.33268472
186,-0.149762732,-0.83331283,0.511095416,-0.715006568,12.62642651,-2.176236794,0.780563663,-3.135095357,1.764529372,-1.624205796,1.494717933,-0.024997377,-0.734465468,0.469341033,-1.048285096
187,2.505185793,-0.990955981,-0.772532652,-0.00642566,12.22453979,-1.380967963,1.172994977,-3.675573548,1.542823507,-1.941876438,0.102365974,3.554731943,1.315555585,-0.763062049,1.343252579
188,0.338865976,-2.032776353,2.35767575,0.53614034,12.39280959,-1.699141165,2.469194715,-3.818300813,-0.064203817,0.988942206,-0.687777447,0.877000816,-1.671757687,0.563363431,1.821726107
189,2.417374824,-0.725866888,-3.237119172,0.9445938,14.18264476,1.341636626,1.501216534,-2.308621962,-3.258883002,-0.702931437,-1.828215334,-3.074838885,1.681141692,-0.548476192,-1.49806439
190,1.469357934,-2.407124379,4.214033731,-0.349874505,16.84313429,2.459140699,-0.865791336,-1.282436105,-2.718715169,-3.220216213,-0.279535882,-1.490412204,0.468712047,-2.012607048,-1.148983072
191,0.783939329,-0.44413611,-2.641660458,1.814367659,18.10852021,0.618285095,0.185276059,0.399455313,0.845561212,-0.566022534,0.162645198,0.981620528,1.078257192,-2.094955833,0.007432487
192,0.817245797,-0.068928696,0.887341189,-0.30806617,16.58251623,0.271532074,1.719321055,0.088932842,0.849067521,1.326033524,2.707506852,1.720810705,-0.450176311,-2.004292434,0.985531474
193,-1.092432224,-0.453294811,-1.860923797,0.413292642,18.16457543,0.232942264,2.369678325,0.569108281,-0.790281569,0.348478446,0.816704082,2.877717191,0.562117008,-0.107329032,0.446332053
194,1.419091219,0.865022325,1.50895608,-1.208690263,19.78087712,-0.27173025,1.603410919,2.169703954,-2.545822549,-0.324413407,0.422712501,0.276807769,1.234653292,0.405209947,2.29098634
195,2.768771167,1.646833462,-1.347145738,-1.662673727,21.29198546,0.261151685,2.651343787,3.631006309,-2.232679461,0.600950878,-0.531464856,-2.751982425,-1.952547111,1.186857673,-2.709187385
196,0.984577257,0.395119003,2.713553025,-1.082535474,22.18525095,0.687696899,3.538211169,5.703836024,-1.291659773,1.833744858,0.608521833,0.726497518,2.224192883,0.364939481,0.743194856
197,-0.554445958,-2.011113542,-2.677778572,-1.377035804,23.23131866,1.554501375,3.349156962,5.089313706,-1.25330869,-0.751323776,0.50828103,-1.456137485,-2.332698301,0.115246187,-0.225947081
198,-1.355957462,-0.668645524,3.100279723,-1.816807061,23.69458346,0.921375073,2.917969501,6.441574734,-0.398514522,0.350163987,-0.125695891,-1.545533457,4.310363871,1.746401848,-1.162983871
199,-1.213202885,-2.015312107,-1.556519958,-1.652837057,24.39323698,2.086806861,3.165630766,7.632448842,-0.164769973,0.97870998,1.56777187,-1.054935093,-3.752920933,3.142005584,-0.031683749
200,-1.163352079,-1.193720251,1.891943812,-2.990891746,24.41218235,0.715990832,2.784700877,9.713855067,1.075089272,-0.221736405,1.150384854,-0.364594999,2.884966878,2.681234103,-1.001131044
201,-0.135872978,-0.994211129,-0.349341906,-1.56054779,23.05334169,-0.148817533,4.22441569,9.857823639,-0.553776575,1.061538073,0.518967972,2.160098233,-1.338544715,1.31220727,0.943499783
202,-0.472592367,-0.254093406,0.361844997,-2.875859329,23.22587557,0.431516292,6.533410665,10.82854695,-2.744509996,1.698860169,-1.153983469,-0.951778528,1.661775402,1.655937117,0.946872039
203,-3.860336878,-1.051590834,-0.640464571,-0.882889916,24.84914092,1.699415764,4.373578047,10.31253324,-2.29191204,1.841816697,-0.82889338,-2.466096713,-2.538378723,0.035009004,-2.185485414
204,-2.573863618,0.552293956,1.384364978,-2.390142333,25.51435956,0.302555396,1.511514792,9.067853448,-0.906814605,0.475611348,0.52267849,2.146767472,1.728774555,-0.13080436,0.364178986
205,-1.453295515,1.197976939,1.004234848,-1.342250008,24.66020099,-1.620335101,0.745738401,8.287494451,2.150399521,0.601476364,0.430007298,-0.210999761,-0.981759169,-0.701652856,1.689761975
206,0.34253484,0.897342331,-0.918374263,-2.080455715,24.78994715,0.133633622,-1.146031111,7.652679705,3.108734984,0.761429103,0.333632649,-0.712080067,-0.902960906,1.807954554,-2.403118525
207,-0.5521027,0.721424212,-0.540564856,0.58659233,24.82308571,1.316150667,-3.175442584,7.332112144,0.717448978,-0.339764175,-0.178980685,0.825927015,0.009376254,1.854151146,2.397362298
208,-1.344380267,-0.34491957,-0.150444274,-0.005182696,23.10975044,1.704282639,-3.84843631,8.082030622,-1.081449406,1.446913291,-1.16477187,-3.376247097,-0.26180134,0.832804,-2.273918646
209,0.751081346,-1.695030604,-0.369337715,1.806040115,22.08388114,0.587134016,-2.995498392,7.670208956,0.641089428,1.216066633,-1.115226465,-0.346788979,-0.792125757,0.875157215,-0.435763817
210,1.266592906,-0.230227795,-0.706801681,-1.17540799,20.83805922,1.879534489,-1.962574745,8.09595607,1.31928138,0.042351715,-0.535939021,-0.444142179,-0.290399748,1.049694844,0.234637689
211,-0.912911064,-1.193783967,-0.417827427,0.849172444,19.74959749,2.160086503,-2.090752862,5.141088861,-0.172091196,0.496160975,-0.490959602,0.345188989,0.672565367,-0.596842165,-0.737346684
212,-0.21369337,0.892514349,1.49574824,0.281875835,17.93994809,1.800551931,-2.165870179,3.011687301,-0.372444281,0.707117482,-1.028824884,0.77599083,-0.864868905,-1.42361801,1.307305547
213,-2.054379671,0.865763323,-1.088885585,-0.041053083,18.65730036,1.225119083,1.098476086,0.522970869,1.157184223,-0.471930702,-1.170041054,-0.207373291,0.417419249,-0.723936453,-0.914349981
214,0.043499842,1.603118347,0.381627265,0.358301108,18.75657969,1.584297034,4.073499,-0.221817881,0.844181159,-0.476641324,-3.972518245,0.276421982,0.95020666,-1.700495689,0.972786829
215,-2.003137269,-0.500345983,-0.345151052,-0.219240021,17.21063387,1.023944158,4.629420167,-0.882384435,0.117915497,2.574537404,-2.273253,-0.617624287,-0.455953551,-2.051519934,-0.983304824
216,-1.586961686,-0.133127735,-0.808895219,-0.82120679,16.48025982,2.685763459,4.867390898,-0.088861156,0.942361796,1.491273588,-0.740447088,2.484974295,1.638445497,-1.455572426,0.653392152
217,0.114636042,-0.997334345,0.869005746,-0.288632988,16.30521103,4.313685807,3.874154625,-1.764641952,0.0821844,-0.339827754,2.493962523,2.684136403,-0.277308465,-1.431379288,1.641757629
218,-1.075589936,-3.290167797,0.629651484,-1.148031564,15.21435506,1.420440643,2.80668611,-1.16342976,-2.46024605,0.556567201,1.151435777,0.41429065,0.887230928,-1.627693428,0.54641413
219,0.012593167,-3.714131448,-1.075610991,0.158803787,11.67092081,-0.744218913,2.598938401,-1.042536318,-1.642897711,0.842078948,0.330904461,-0.398145657,-1.023112851,-0.471758215,-0.314183972
220,0.728929043,-0.766135249,0.852249185,-0.732294959,8.90437855,-0.786140294,1.801784607,0.279956429,1.204945011,-0.297412628,-1.863637832,1.581972822,1.282566966,0.015271888,-0.004238762
221,-0.401732122,0.023246341,-0.752507072,-0.022064079,7.814960833,-2.208316462,0.651321657,1.27435101,0.804144453,-1.405703457,-1.494486112,0.253388427,-0.547447713,-0.02332488,1.583358919
222,0.133339971,-0.607048264,1.079603468,-0.185273658,7.101586927,-3.239275888,0.701997553,2.844468576,0.525067886,0.198167721,-1.182524535,-1.187686403,2.974193965,1.253181235,-1.806997927
223,0.706976752,-0.67951216,0.120139684,0.216449455,6.575383839,-3.040956416,0.507548887,2.796675652,-0.016627645,0.62752586,-0.532912361,0.593867827,-2.914418258,1.569055452,1.144567433
224,-0.282714246,-1.558976176,1.262586386,-0.844781278,6.820482715,-1.627190696,-0.054937044,3.251392803,-1.355712564,0.553554232,-1.930775056,1.577750711,3.699640828,2.21614749,-0.884421591
225,0.106862492,-2.177496818,-0.412269671,-1.248365369,5.781083402,-0.639033328,-0.487664117,2.279717467,-0.296847851,-0.001976471,-1.877215119,2.004874504,-2.817868372,2.465067696,2.720877228
226,-1.123941835,-0.90236359,0.124859203,-1.309619068,6.254220858,-0.923297842,0.2296379,1.872987943,-0.035283959,-1.826905154,-1.142662433,-1.925365085,1.471479729,2.022378108,-1.526732452
227,-0.130776371,-1.697439774,-0.567606663,-2.224345085,6.532759304,-0.929678636,1.257782244,-0.808183425,0.534400455,-0.922171565,0.140560997,1.070495988,0.70433495,0.476516151,0.03494505
228,-0.976632077,-0.433604277,-0.026021854,-1.863480159,7.407193039,2.289721055,1.041115302,-2.104770323,1.626916548,2.432033459,1.525932072,1.441599376,-0.010545095,-0.070596218,1.028113721
229,-0.2918537,-1.89116158,0.335519976,-1.666344814,8.965961014,3.990867113,0.335227042,-2.540279819,0.351781228,-0.027425666,-0.033182135,-1.356641121,-1.836420507,0.169751567,0.106225236
230,-0.47774997,-0.208361828,-0.112981243,-1.05055141,10.12470221,3.530576165,1.049051043,-0.856233444,-0.227697176,-1.861869305,1.403615642,-1.647296508,0.918828492,2.74128547,-1.504428216
231,-1.078889678,0.519674082,-1.477573112,-1.612501032,9.941239322,3.172271819,1.35422704,-0.067566599,1.001402315,-1.92693752,0.518889667,0.933451113,-0.761077552,2.121346602,0.302550777
232,1.367555701,0.590925747,0.71775179,-0.364881227,10.99412614,1.727784096,2.306471145,0.536572305,2.196199769,-1.166763858,-0.068502194,-1.17412567,-1.55038832,2.118810089,0.552224687
233,0.75221384,-1.499813296,-0.279988382,-0.608133649,9.62569329,0.857059118,2.68692768,0.181949544,0.770833638,1.162375281,-1.081544443,-2.320493769,3.010910736,1.199981078,-1.888998479
234,1.811276593,0.434612303,0.166380811,1.288457246,8.259842838,0.847234127,1.75869576,-0.300453498,-0.800557856,0.675555293,-1.226402645,0.255861361,-1.648255107,-0.642238935,0.131191649
235,0.550996005,1.250724013,-0.55692245,-0.212894719,7.184661858,0.174670059,-0.733174729,0.492983514,-0.702686195,-0.347561988,-0.838319014,-0.748691916,0.834061239,0.639289259,0.102195899
236,-0.635058742,0.011090973,0.303432811,-0.111281585,6.373432233,-0.590417759,-2.573895327,1.620525034,0.957028642,-1.441970084,-0.901059835,-1.562601601,-1.140012891,1.513331591,-0.87441666
237,-0.706410674,0.489530223,-1.47823415,-1.168837597,6.907158367,-0.081709586,-3.911482084,2.763114627,0.21502251,-0.707909845,1.163980251,0.341968056,1.243682387,-0.651169622,-0.423316939
238,-0.20615215,0.774023597,1.71489171,1.496874318,7.363615941,-0.203383541,-2.177617191,3.169536795,-1.251651762,1.074486272,2.237322575,0.61680407,-1.967246707,-1.958143331,0.902295746
